,License_plate_number,Distance,Number_of_Trips_Completed,Average_Speed,Transporter_Name,Number_of_Speed_Violations
4147,GJ01BV3282,393381258.90163326,1,24.021507091915694,Bajrang Transport,74
4148,GJ03AX8105,150594872.5057756,1,27.695220845511052,Shree Shaneshwar Enterprise,1
4149,GJ03AX8105,150594872.5057756,1,27.695220845511052,Shree Shaneshwar Enterprise,1
4150,GJ12BV0779,1048262985.0075573,1,17.333678932508583,Shri Aianath Road Lines,4
4151,GJ03Y8562,1023617713.6929462,1,11.27591212619762,Balaji Transport,6
4152,GJ12BV0779,1048262985.0075573,1,17.333678932508583,Shri Aianath Road Lines,4
4153,GJ10TV4755,1102066062.4810832,1,13.237599818486688,Goyal Express,3
4154,GJ03Y8562,1023617713.6929462,1,11.27591212619762,Balaji Transport,6
4155,GJ3W7360,989068996.5693398,1,11.957652461149621,Nandkishor Roadlines,1
4156,GJ3W7360,989068996.5693398,1,11.957652461149621,Nandkishor Roadlines,1
4157,HR55G2084,926009648.7173774,1,12.148249486972203,Agrahari Carriers,53
4158,GJ27V8416,325166967.5026127,1,28.44604357908051,Bajrang Transport,9
4159,GJ27V8416,325166967.5026127,1,28.44604357908051,Bajrang Transport,9
4160,GJ12Z4587,871265597.9695035,1,10.57865355126384,Panchmukhi Transport,1
4161,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4162,GJ12Z4587,871265597.9695035,1,10.57865355126384,Panchmukhi Transport,1
4163,BR09R8786,328280296.3126652,1,12.980021986385355,OD MOTOR SERVICE,0
4164,GJ01DY8013,1036353662.4326527,1,16.534650597852107,J V Enterprises,357
4165,GJ06AV1223,941372219.3390827,1,10.84043196487492,Shiva roadlines,2
4166,GJ19T5458,875230137.9688793,1,23.099428771683897,Omshree Filling Station,64
4167,GJ12AY9274,1026555995.5163126,1,11.435901165433355,Shree Sai Krupa transport Service,0
4168,GJ03BT7347,1079972233.564675,1,10.082001358129661,Balaji Transport,1
4169,GJ03BV5664,582520350.8972011,1,30.293393927138432,Shree Ravechi Roadlines,6359
4170,GJ10TV7057,1023726687.8114432,1,14.996616422030986,KOTAK PETRO-CHEM PVT LTD,3
4171,GJ18AZ1457,535050260.4087973,1,17.398802782721244,Bholenath Oil Carriers,6
4172,GJ03BT7347,1079972233.564675,1,10.082001358129661,Balaji Transport,1
4173,GJ10TV7655,1004724464.6787338,1,15.461479264124875,Goyal Express,0
4174,GJ06TT8166,1029039663.3441863,1,12.783241181157496,Maa Trading Company,4
4175,GJ02XX6966,1069474264.8271368,1,12.625576522370238,Madhav Petroleum,0
4176,GJ02XX6966,1069474264.8271368,1,12.625576522370238,Madhav Petroleum,0
4177,GJ37T9972,1034628140.9693753,1,13.461057902523464,Maruti Roadways,6
4178,GJ06AV1494,609522107.7671642,1,23.51075334514572,Shiva roadlines,150
4179,GJ06Y8523,859768044.6676623,1,6.517413581583315,Suresh Petroleum Co.,0
4180,GJ06Y8523,859768044.6676623,1,6.517413581583315,Suresh Petroleum Co.,0
4181,GJ3W7356,1082707647.2942748,1,11.065788646687427,Nandkishor Roadlines,1
4182,GJ01CT3248,1057477617.1829041,1,9.812290470221264,RAJDHANI LOGISTICS,0
4183,GJ03AT3477,68746529.44512738,1,15.775800071916576,JINAL ENTERPRISE,0
4184,GJ03AT3477,68746529.44512738,1,15.775800071916576,JINAL ENTERPRISE,0
4185,GJ01CT3248,1057477617.1829041,1,9.812290470221264,RAJDHANI LOGISTICS,0
4186,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
4187,GJ3W7351,398073930.6167991,1,9.353239102993657,Nandkishor Roadlines,2
4188,GJ03BV2575,990641524.8935591,1,15.968441106973637,Balaji Transport,3
4189,GJ03BT8199,1027414248.618844,1,12.25789791603745,Shree Gurudev Transport,7
4190,GJ01DT6439,1052762529.5952913,1,11.223239972419696,Shree Sai Krupa transport Service,9
4191,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
4192,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4193,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4194,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4195,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4196,GJ3W7353,713235671.1987395,1,17.14591478653094,Nandkishor Roadlines,0
4197,GJ3W7353,713235671.1987395,1,17.14591478653094,Nandkishor Roadlines,0
4198,GJ12AW0919,1078114487.9472466,1,13.29251891446427,Maruti Roadways,0
4199,GJ11X9025,960985519.2724339,1,11.144511915089044,Nandkishor Roadlines,5
4200,GJ3W9334,604835103.7652651,1,8.280492913852473,Shree Gurudev Transport,0
4201,GJ3W9334,604835103.7652651,1,8.280492913852473,Shree Gurudev Transport,0
4202,HR61C7090,402849555.13570917,1,20.31234785650773,S.S Fillling Station,0
4203,GJ3W7351,398073930.6167991,1,9.353239102993657,Nandkishor Roadlines,2
4204,HR39B6897,336292682.40517515,1,21.781494436729886,Sumit Kumar,2026
4205,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
4206,GJ06TT7019,745804920.1613587,1,12.20468918582455,Banas Trading Co.,1
4207,GJ12AT8117,883154700.4980526,1,15.189336686149245,Maruti Roadways,1123
4208,GJ12AY9274,1026555995.5163126,1,11.435901165433355,Shree Sai Krupa transport Service,0
4209,HR45C7078,944650495.6613568,1,7.614363854889745,Ahuja Service Station,20
4210,GJ03AT3477,68746529.44512738,1,15.775800071916576,JINAL ENTERPRISE,0
4211,GJ21W1145,945976594.0508506,1,12.968716753800265,R.K.Bulk Carriers,135
4212,GJ03AT3477,68746529.44512738,1,15.775800071916576,JINAL ENTERPRISE,0
4213,GJ12AT8408,108432890.14186867,1,19.998822869955156,Jai Ganesh Transport,870
4214,CG07CA9887,401429047.1418512,1,14.682426492136369,Vijay Roadlines,0
4215,CG07CA9887,401429047.1418512,1,14.682426492136369,Vijay Roadlines,0
4216,GJ12AY9274,1026555995.5163126,1,11.435901165433355,Shree Sai Krupa transport Service,0
4217,GJ37T9927,722072673.6384102,1,25.58525101474044,Maruti Roadways,383
4218,GJ37T9927,722072673.6384102,1,25.58525101474044,Maruti Roadways,383
4219,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
4220,GJ12AW5577,949755474.8375828,1,13.42046869255033,Shree Venktesh Petroleum,228
4221,HR65A5170,459949663.60148305,1,21.02583403969991,Haryana Filling Station,1
4222,HR61C0872,293467469.8625011,1,18.64761771131913,Ranvir Filling Station,2
4223,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
4224,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
4225,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
4226,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
4227,GJ3W7356,1082707647.2942748,1,11.065788646687427,Nandkishor Roadlines,1
4228,GJ12AW5577,949755474.8375828,1,13.42046869255033,Shree Venktesh Petroleum,228
4229,GJ06VV4830,1076956227.1913085,1,12.784648199858948,Maa Trading Company,1
4230,GJ12AW5577,949755474.8375828,1,13.42046869255033,Shree Venktesh Petroleum,228
4231,CG07CA9887,401429047.1418512,1,14.682426492136369,Vijay Roadlines,0
4232,HR45B6638,435577908.1633465,1,16.703800560194342,Sun Shine Roadlines,156
4233,GJ10TV9355,1040195432.5304345,1,16.29517198447236,Goyal Express,4
4234,HR45B8785,348360235.2857977,1,22.204216947354464,Ahuja Service Station,5726
4235,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
4236,GJ21W2685,1035985395.551853,1,17.44955887080451,R.K.Bulk Carriers,54
4237,GJ21W2685,1035985395.551853,1,17.44955887080451,R.K.Bulk Carriers,54
4238,GJ19U4963,465975281.3690454,1,19.343169229904124,Shree Ganesh Transport,1
4239,GJ12W8898,1059727009.921945,1,12.053412985305854,Shree Dada Dayalu Logistics,0
4240,GJ12W8898,1059727009.921945,1,12.053412985305854,Shree Dada Dayalu Logistics,0
4241,GJ06Z8775,1029431697.3555853,1,9.94466051318816,Maruti Roadways,3
4242,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
4243,CG07CA9787,460997300.0364448,1,16.64934273896538,Vijay Roadlines,18
4244,HR45B4286,408568257.57883596,1,23.32483886538516,Ahuja Service Station,6
4245,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
4246,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
4247,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
4248,HR63C5168,215408587.3483209,1,18.14164251736016,S K Petro Centre,6
4249,HR63C5168,215408587.3483209,1,18.14164251736016,S K Petro Centre,6
4250,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
4251,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
4252,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
4253,GJ01DY6086,1037623125.2316471,1,10.25241910129368,Shree Gurukrupa Transport service,1020
4254,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
4255,GJ08Y2430,1040871151.0136099,1,19.983435604375014,Amrutchhaya Petroleum,3
4256,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
4257,HR46E6939,660294790.9176219,1,6.52000318705348,Hari Mohan Filling Station,5
4258,GJ03BT1001,1059752556.8641766,1,4.349970415230935,J K Roadlines,9
4259,HR55AB1478,752728813.7911171,1,10.191988787136705,MI Filling Staion,13
4260,GJ12BV6628,1131313256.950411,1,17.574154701250578,Shri Aianath Road Lines,9
4261,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
4262,GJ01BT8280,584667586.1375684,1,11.6928968840757,Bajrang Transport,3
4263,HR47C6476,357950263.0301328,1,21.937516543144522,S.R.Filling Station,13
4264,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
4265,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
4266,HR46D6654,530859619.84874254,1,26.05287662848649,SRR Filling Station,22
4267,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
4268,GJ01BT8280,584667586.1375684,1,11.6928968840757,Bajrang Transport,3
4269,GJ10Z6889,533661165.666424,1,13.708947350114205,JINAL ENTERPRISE,2
4270,GJ10Z6889,533661165.666424,1,13.708947350114205,JINAL ENTERPRISE,2
4271,GJ37T9945,988611214.4600458,1,15.419460078697016,Maruti Roadways,2
4272,HR45C7078,944650495.6613568,1,7.614363854889745,Ahuja Service Station,20
4273,GJ10TV7655,1004724464.6787338,1,15.461479264124875,Goyal Express,0
4274,HR45C7078,944650495.6613568,1,7.614363854889745,Ahuja Service Station,20
4275,HR57A0091,951150539.3155693,1,11.312328799966433,Maa Phoolwati Devi Filling Station,11
4276,GJ18AZ1457,535050260.4087973,1,17.398802782721244,Bholenath Oil Carriers,6
4277,GJ03Y8562,1023617713.6929462,1,11.27591212619762,Balaji Transport,6
4278,GJ03AT2584,769294661.8772371,1,3.6320670462338325,Nilesh J Khatana,0
4279,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
4280,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
4281,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
4282,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
4283,GJ03BV5582,462507352.5869981,1,23.654601152807448,Shri Gajanan Logistic,189
4284,GJ19V0647,966554842.2754213,1,6.618164727009982,Pintoo Roadlines,171
4285,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
4286,HR45B8761,387882627.9421727,1,20.5416486707871,Ahuja Service Station,119
4287,HR45B6303,457380411.1384949,1,18.74961795119963,Ahuja Service Station,11
4288,GJ03BV5582,462507352.5869981,1,23.654601152807448,Shri Gajanan Logistic,189
4289,GJ12Z0164,998084888.9333267,1,9.977229718865567,Jai Ganesh Transport,4
4290,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
4291,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
4292,GJ26T5383,306252759.92233104,1,14.292850313396366,Vijay Roadlines,0
4293,GJ02XX6966,1069474264.8271368,1,12.625576522370238,Madhav Petroleum,0
4294,HR38V0997,425323404.78213567,1,17.740269975925713,Hari Service Station,21
4295,HR38V0997,425323404.78213567,1,17.740269975925713,Hari Service Station,21
4296,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
4297,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
4298,GJ12Z4587,871265597.9695035,1,10.57865355126384,Panchmukhi Transport,1
4299,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
4300,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
4301,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
4302,GJ21W2685,1035985395.551853,1,17.44955887080451,R.K.Bulk Carriers,54
4303,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
4304,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
4305,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
4306,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
4307,HR46D6654,530859619.84874254,1,26.05287662848649,SRR Filling Station,22
4308,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
4309,GJ10V5925,459137710.78147864,1,15.805752200479125,Balaji Transport,74
4310,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
4311,GJ19V0738,339558727.84628516,1,13.454717703349282,Shree Ganesh Transport,0
4312,HR65A5170,459949663.60148305,1,21.02583403969991,Haryana Filling Station,1
4313,HR45C7083,422585300.3622006,1,21.414675650825455,Ahuja Service Station,10344
4314,GJ21W2685,1035985395.551853,1,17.44955887080451,R.K.Bulk Carriers,54
4315,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
4316,HR57A0091,951150539.3155693,1,11.312328799966433,Maa Phoolwati Devi Filling Station,11
4317,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
4318,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
4319,GJ21W1145,945976594.0508506,1,12.968716753800265,R.K.Bulk Carriers,135
4320,HR46E6939,660294790.9176219,1,6.52000318705348,Hari Mohan Filling Station,5
4321,GJ03BV5664,582520350.8972011,1,30.293393927138432,Shree Ravechi Roadlines,6359
4322,HR39D4334,358702206.8985019,1,18.65237161771322,Chaudhary Petro City,163
4323,BR01GG3237,873886224.8615469,1,6.257569743255902,MAA JAGDAMBA PETROLEUM SERVICES,64
4324,HR45C7083,422585300.3622006,1,21.414675650825455,Ahuja Service Station,10344
4325,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
4326,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
4327,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
4328,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
4329,GJ01DT6439,1052762529.5952913,1,11.223239972419696,Shree Sai Krupa transport Service,9
4330,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
4331,BR9E3138,518248870.1623095,1,13.158669114395595,OD MOTOR SERVICE,0
4332,GJ03AW4419,756726221.9373665,1,10.736335297285828,Nilesh J Khatana,1
4333,GJ27U7629,302792285.4578069,1,26.879636529226694,Bajrang Transport,479
4334,GJ10TV8527,789030359.9046726,1,26.27472834740464,JINAL ENTERPRISE,325
4335,GJ37T9927,722072673.6384102,1,25.58525101474044,Maruti Roadways,383
4336,GJ12BV6829,645048617.2842773,1,27.841202203346594,Anil Bulk Carrier,191
4337,GJ3AX6156,994418156.1665508,1,11.267928766244184,Shree Dada Dayalu Logistics,3
4338,GJ12AU5939,154791883.06993052,1,18.38912613681297,Panchmukhi Transport,9
4339,GJ06AX4281,970951991.0950658,1,13.095551051982175,Maa Trading Company,5
4340,GJ03AZ2482,963936875.583872,1,14.834639714412065,J K Roadlines,7
4341,GJ06AV1494,609522107.7671642,1,23.51075334514572,Shiva roadlines,150
4342,BR09R8786,328280296.3126652,1,12.980021986385355,OD MOTOR SERVICE,0
4343,GJ5AT1496,1002007868.1728262,1,9.089344201280333,IDEAL MOVERS (P). LTD,3
4344,BR9E3138,518248870.1623095,1,13.158669114395595,OD MOTOR SERVICE,0
4345,BR9E3138,518248870.1623095,1,13.158669114395595,OD MOTOR SERVICE,0
4346,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
4347,BR09T9786,562600361.3198634,1,13.522394847464293,OD MOTOR SERVICE,53
4348,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
4349,GJ27V0767,315955954.02457297,1,22.341242738263464,Bajrang Transport,76
4350,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4351,GJ27V3619,1150255861.0215883,1,23.239404321757327,Keshav Petroleum,215
4352,GJ3Y9056,965919926.4612479,1,10.982933667917088,Nandkishor Roadlines,12
4353,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
4354,GJ08Y2430,1040871151.0136099,1,19.983435604375014,Amrutchhaya Petroleum,3
4355,GJ08Y2430,1040871151.0136099,1,19.983435604375014,Amrutchhaya Petroleum,3
4356,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
4357,GJ12AU7563,991817878.0903084,1,10.213471945314724,Jay Shri Sarmariyadada Transport,8
4358,GJ12AU7563,991817878.0903084,1,10.213471945314724,Jay Shri Sarmariyadada Transport,8
4359,GJ21W2685,1035985395.551853,1,17.44955887080451,R.K.Bulk Carriers,54
4360,GJ3Y9056,965919926.4612479,1,10.982933667917088,Nandkishor Roadlines,12
4361,GJ12Z0164,998084888.9333267,1,9.977229718865567,Jai Ganesh Transport,4
4362,GJ25U2270,313525780.83363813,1,12.598245131909549,Jagdish Petroleum,0
4363,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
4364,GJ21W1212,990055812.6251811,1,18.023251951503074,R.K.Bulk Carriers,655
4365,GJ12Z0164,998084888.9333267,1,9.977229718865567,Jai Ganesh Transport,4
4366,GJ21W1212,990055812.6251811,1,18.023251951503074,R.K.Bulk Carriers,655
4367,GJ12BT3686,962770516.0947475,1,13.73080853318531,Ashv Petroleum,42
4368,GJ11X9025,960985519.2724339,1,11.144511915089044,Nandkishor Roadlines,5
4369,GJ25U2270,313525780.83363813,1,12.598245131909549,Jagdish Petroleum,0
4370,GJ12BT3686,962770516.0947475,1,13.73080853318531,Ashv Petroleum,42
4371,GJ12BT3686,962770516.0947475,1,13.73080853318531,Ashv Petroleum,42
4372,GJ06AX4281,970951991.0950658,1,13.095551051982175,Maa Trading Company,5
4373,HR63D6875,807417721.0221565,1,4.352960900370295,Anju Filling Station,20
4374,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
4375,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
4376,GJ03BT6600,609289793.650624,1,9.32201091082074,Maruti Roadways,401
4377,GJ3W7352,990003810.3988755,1,12.545734012618844,Nandkishor Roadlines,170
4378,GJ3W7352,990003810.3988755,1,12.545734012618844,Nandkishor Roadlines,170
4379,GJ3AT0140,451523617.6580622,1,8.391021781961472,Shree Gurudev Transport,0
4380,GJ3AT0140,451523617.6580622,1,8.391021781961472,Shree Gurudev Transport,0
4381,GJ02Z6901,970329340.2219772,1,11.930407843888728,Jasmin Enterprises,28
4382,GJ02Z6901,970329340.2219772,1,11.930407843888728,Jasmin Enterprises,28
4383,GJ3W7353,713235671.1987395,1,17.14591478653094,Nandkishor Roadlines,0
4384,GJ3W7353,713235671.1987395,1,17.14591478653094,Nandkishor Roadlines,0
4385,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
4386,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
4387,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
4388,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
4389,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
4390,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
4391,HR45B6303,457380411.1384949,1,18.74961795119963,Ahuja Service Station,11
4392,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
4393,HR57A7253,279331494.62616915,1,17.868775712867073,Ch.Mangal Sain Sidhu,169
4394,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
4395,GJ12AU5939,154791883.06993052,1,18.38912613681297,Panchmukhi Transport,9
4396,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
4397,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
4398,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
4399,GJ12W7582,287122909.47296757,1,14.492010110530375,Jasmin Enterprises,2
4400,GJ12AY9974,956019894.9710196,1,10.999177242661588,Shree Sai Krupa transport Service,0
4401,GJ03BT3961,1081798191.7116566,1,10.4166619627677,Shree Dada Dayalu Logistics,27
4402,GJ12W7582,287122909.47296757,1,14.492010110530375,Jasmin Enterprises,2
4403,GJ06AV1137,1032622238.2146928,1,8.8152679596399,Shiva roadlines,14
4404,GJ06AV1137,1032622238.2146928,1,8.8152679596399,Shiva roadlines,14
4405,GJ37T9927,722072673.6384102,1,25.58525101474044,Maruti Roadways,383
4406,GJ06AV5629,1021602745.516698,1,11.059183347267988,Maa Trading Company,2
4407,GJ06AV5629,1021602745.516698,1,11.059183347267988,Maa Trading Company,2
4408,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
4409,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
4410,HR63C5168,215408587.3483209,1,18.14164251736016,S K Petro Centre,6
4411,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
4412,GJ12BV6628,1131313256.950411,1,17.574154701250578,Shri Aianath Road Lines,9
4413,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
4414,GJ06TT7019,745804920.1613587,1,12.20468918582455,Banas Trading Co.,1
4415,HR65A5170,459949663.60148305,1,21.02583403969991,Haryana Filling Station,1
4416,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
4417,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
4418,HR45B6638,435577908.1633465,1,16.703800560194342,Sun Shine Roadlines,156
4419,GJ19U4963,465975281.3690454,1,19.343169229904124,Shree Ganesh Transport,1
4420,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
4421,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
4422,GJ03AZ8494,533282440.17755073,1,20.47412085047216,Vishvaraj Roadlines,205
4423,GJ03AZ8494,533282440.17755073,1,20.47412085047216,Vishvaraj Roadlines,205
4424,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
4425,GJ27U7629,302792285.4578069,1,26.879636529226694,Bajrang Transport,479
4426,GJ27U7629,302792285.4578069,1,26.879636529226694,Bajrang Transport,479
4427,GJ10TV4755,1102066062.4810832,1,13.237599818486688,Goyal Express,3
4428,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
4429,GJ06TT7206,911830952.0312163,1,11.941411833906722,Maa Trading Company,3
4430,GJ03AX8105,150594872.5057756,1,27.695220845511052,Shree Shaneshwar Enterprise,1
4431,GJ06TT7206,911830952.0312163,1,11.941411833906722,Maa Trading Company,3
4432,GJ6TT7963,1047540806.0809944,1,9.914980570024687,Shiva roadlines,0
4433,GJ06AV3101,1108556513.8083856,1,11.279708849877839,Maa Trading Company,2
4434,HR47C6476,357950263.0301328,1,21.937516543144522,S.R.Filling Station,13
4435,HR45C7083,422585300.3622006,1,21.414675650825455,Ahuja Service Station,10344
4436,GJ06AV3101,1108556513.8083856,1,11.279708849877839,Maa Trading Company,2
4437,GJ06TT7206,911830952.0312163,1,11.941411833906722,Maa Trading Company,3
4438,GJ06TT7206,911830952.0312163,1,11.941411833906722,Maa Trading Company,3
4439,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
4440,GJ07YY6445,935522164.0169456,1,11.882096331619469,Swami Traders,1
4441,HR45C7078,944650495.6613568,1,7.614363854889745,Ahuja Service Station,20
4442,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
4443,BR01GF5796,662300357.751919,1,7.042249152121763,Jay Mata Di Service,0
4444,HR57A5691,539298200.0880251,1,27.992836736853242,Maa Phoolwati Devi Filling Station,62
4445,GJ01DY6086,1037623125.2316471,1,10.25241910129368,Shree Gurukrupa Transport service,1020
4446,BR9E4140,456301477.0098641,1,13.370613370507304,Sultania Carriers Private Limited,1
4447,HR57A7691,392953119.4813489,1,20.12223875637488,Shree Salasar Petro,0
4448,GJ01DY6086,1037623125.2316471,1,10.25241910129368,Shree Gurukrupa Transport service,1020
4449,HR45B4286,408568257.57883596,1,23.32483886538516,Ahuja Service Station,6
4450,GJ06AV1173,496657190.65982586,1,19.692562814070353,Shiva roadlines,66
4451,GJ19V0647,966554842.2754213,1,6.618164727009982,Pintoo Roadlines,171
4452,GJ03BT8199,1027414248.618844,1,12.25789791603745,Shree Gurudev Transport,7
4453,GJ03AT3384,932656717.830322,1,10.509910004667399,Nilesh J Khatana,0
4454,GJ06TT8169,1027795759.7979811,1,9.917835550908064,Maa Trading Company,2
4455,GJ03BT8199,1027414248.618844,1,12.25789791603745,Shree Gurudev Transport,7
4456,GJ03BT8199,1027414248.618844,1,12.25789791603745,Shree Gurudev Transport,7
4457,GJ12AW1488,836340886.2098789,1,11.938056563476874,Suresh Petroleum Co.,0
4458,GJ06TT8169,1027795759.7979811,1,9.917835550908064,Maa Trading Company,2
4459,GJ06VV4830,1076956227.1913085,1,12.784648199858948,Maa Trading Company,1
4460,GJ06VV4830,1076956227.1913085,1,12.784648199858948,Maa Trading Company,1
4461,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
4462,GJ06VV4830,1076956227.1913085,1,12.784648199858948,Maa Trading Company,1
4463,GJ12AW1488,836340886.2098789,1,11.938056563476874,Suresh Petroleum Co.,0
4464,GJ19V0738,339558727.84628516,1,13.454717703349282,Shree Ganesh Transport,0
4465,GJ03BV8242,993932635.7138858,1,15.428215737023626,Shri Yadunandan Roadlines,27
4466,GJ03BV8242,993932635.7138858,1,15.428215737023626,Shri Yadunandan Roadlines,27
4467,GJ19V0647,966554842.2754213,1,6.618164727009982,Pintoo Roadlines,171
4468,HR57A0091,951150539.3155693,1,11.312328799966433,Maa Phoolwati Devi Filling Station,11
4469,GJ01BV3282,393381258.90163326,1,24.021507091915694,Bajrang Transport,74
4470,GJ27V9661,1005396696.0371636,1,14.177230338054018,Bajrang Transport,26
4471,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
4472,GJ03AT3131,794031206.9592516,1,6.738390236366445,Urvashi Losistics,0
